Product ID,Failure Type
M22290,No Failure
M22291,No Failure
L54612,No Failure
M22293,No Failure
L54614,No Failure
L54615,No Failure
L54616,No Failure
L54617,No Failure
L54618,No Failure
L54619,No Failure
L54620,No Failure
M22301,No Failure
L54622,No Failure
H36857,No Failure
L54624,No Failure
L54625,No Failure
L54626,No Failure
M22307,No Failure
L54628,No Failure
L54629,No Failure
L54630,No Failure
L54631,No Failure
L54632,No Failure
H36867,No Failure
L54634,No Failure
M22315,No Failure
M22316,No Failure
L54637,No Failure
M22318,No Failure
L54639,No Failure
L54640,No Failure
L54641,No Failure
L54642,No Failure
H36877,No Failure
L54644,No Failure
M22325,No Failure
H36880,No Failure
H36881,No Failure
L54648,No Failure
L54649,No Failure
L54650,No Failure
L54651,No Failure
M22332,No Failure
M22333,No Failure
L54654,No Failure
H36889,No Failure
L54656,No Failure
M22337,No Failure
L54658,No Failure
M22339,No Failure
M22340,No Failure
H36895,No Failure
M22342,No Failure
L54663,No Failure
M22344,No Failure
L54665,No Failure
L54666,No Failure
L54667,No Failure
L54668,Random Failures
M22349,No Failure
M22350,No Failure
L54671,No Failure
M22352,No Failure
L54673,No Failure
L54674,No Failure
L54675,No Failure
L54676,No Failure
M22357,No Failure
M22358,No Failure
L54679,No Failure
L54680,No Failure
L54681,No Failure
H36916,No Failure
M22363,No Failure
L54684,No Failure
L54685,No Failure
L54686,No Failure
L54687,No Failure
M22368,No Failure
L54689,Overstrain Failure
L54690,Tool Wear Failure
L54691,No Failure
M22372,No Failure
L54693,No Failure
L54694,No Failure
M22375,No Failure
M22376,No Failure
L54697,No Failure
L54698,No Failure
L54699,No Failure
L54700,No Failure
M22381,No Failure
L54702,No Failure
M22383,No Failure
L54704,No Failure
H36939,No Failure
L54706,No Failure
L54707,No Failure
M22388,No Failure
L54709,No Failure
M22390,No Failure
H36945,No Failure
M22392,No Failure
L54713,No Failure
L54714,No Failure
L54715,No Failure
L54716,Power Failure
L54717,No Failure
M22398,No Failure
L54719,No Failure
M22400,No Failure
M22401,No Failure
M22402,No Failure
L54723,No Failure
L54724,No Failure
L54725,No Failure
H36960,No Failure
L54727,No Failure
L54728,No Failure
L54729,No Failure
M22410,No Failure
M22411,No Failure
L54732,No Failure
L54733,No Failure
M22414,No Failure
L54735,No Failure
L54736,No Failure
M22417,No Failure
M22418,No Failure
M22419,No Failure
M22420,No Failure
L54741,No Failure
M22422,No Failure
M22423,No Failure
M22424,Power Failure
M22425,No Failure
L54746,No Failure
M22427,No Failure
L54748,No Failure
L54749,Power Failure
H36984,No Failure
L54751,No Failure
L54752,No Failure
L54753,No Failure
L54754,No Failure
L54755,No Failure
M22436,No Failure
L54757,No Failure
L54758,No Failure
L54759,No Failure
L54760,No Failure
M22441,No Failure
H36996,No Failure
L54763,No Failure
L54764,No Failure
L54765,No Failure
L54766,No Failure
L54767,No Failure
L54768,No Failure
L54769,No Failure
M22450,No Failure
M22451,Overstrain Failure
M22452,No Failure
L54773,Overstrain Failure
L54774,No Failure
H37009,No Failure
L54776,No Failure
L54777,No Failure
L54778,No Failure
L54779,No Failure
M22460,No Failure
L54781,No Failure
L54782,No Failure
L54783,No Failure
L54784,No Failure
H37019,No Failure
M22466,No Failure
M22467,No Failure
L54788,No Failure
L54789,No Failure
M22470,No Failure
L54791,No Failure
M22472,No Failure
L54793,No Failure
L54794,No Failure
L54795,No Failure
M22476,No Failure
L54797,No Failure
M22478,No Failure
L54799,No Failure
L54800,No Failure
L54801,No Failure
M22482,No Failure
L54803,No Failure
L54804,No Failure
L54805,No Failure
H37040,No Failure
L54807,No Failure
L54808,No Failure
M22489,No Failure
L54810,No Failure
L54811,No Failure
L54812,No Failure
L54813,No Failure
M22494,No Failure
L54815,No Failure
L54816,No Failure
H37051,No Failure
L54818,No Failure
L54819,No Failure
L54820,No Failure
M22501,No Failure
M22502,No Failure
H37057,No Failure
L54824,No Failure
L54825,No Failure
L54826,No Failure
L54827,No Failure
L54828,No Failure
H37063,No Failure
L54830,No Failure
M22511,No Failure
L54832,No Failure
L54833,No Failure
M22514,No Failure
L54835,No Failure
L54836,No Failure
L54837,No Failure
M22518,No Failure
L54839,No Failure
M22520,No Failure
L54841,No Failure
M22522,No Failure
L54843,No Failure
H37078,No Failure
L54845,No Failure
M22526,No Failure
L54847,No Failure
L54848,No Failure
L54849,Overstrain Failure
L54850,No Failure
M22531,No Failure
M22532,No Failure
M22533,No Failure
L54854,No Failure
L54855,No Failure
L54856,No Failure
L54857,No Failure
M22538,No Failure
L54859,No Failure
L54860,No Failure
L54861,No Failure
M22542,No Failure
L54863,No Failure
M22544,No Failure
L54865,No Failure
M22546,No Failure
M22547,Tool Wear Failure
L54868,No Failure
L54869,No Failure
M22550,No Failure
M22551,No Failure
H37106,No Failure
L54873,No Failure
H37108,No Failure
L54875,No Failure
H37110,No Failure
L54877,No Failure
L54878,No Failure
M22559,No Failure
M22560,No Failure
H37115,No Failure
M22562,No Failure
H37117,No Failure
M22564,No Failure
L54885,No Failure
L54886,No Failure
H37121,No Failure
L54888,No Failure
L54889,No Failure
M22570,No Failure
L54891,No Failure
L54892,No Failure
M22573,No Failure
L54894,No Failure
L54895,No Failure
M22576,No Failure
L54897,No Failure
H37132,No Failure
H37133,No Failure
H37134,No Failure
L54901,No Failure
L54902,No Failure
L54903,No Failure
M22584,No Failure
L54905,No Failure
M22586,No Failure
M22587,No Failure
L54908,No Failure
H37143,No Failure
L54910,No Failure
L54911,No Failure
L54912,No Failure
L54913,No Failure
L54914,No Failure
L54915,No Failure
H37150,No Failure
M22597,No Failure
M22598,No Failure
L54919,No Failure
L54920,No Failure
L54921,No Failure
M22602,No Failure
L54923,No Failure
L54924,No Failure
L54925,No Failure
M22606,No Failure
M22607,No Failure
L54928,No Failure
L54929,No Failure
L54930,No Failure
M22611,No Failure
M22612,No Failure
M22613,No Failure
M22614,No Failure
M22615,No Failure
L54936,Overstrain Failure
M22617,No Failure
L54938,No Failure
L54939,Overstrain Failure
M22620,No Failure
H37175,No Failure
M22622,No Failure
L54943,Power Failure
M22624,No Failure
H37179,No Failure
L54946,No Failure
H37181,No Failure
M22628,No Failure
L54949,No Failure
L54950,No Failure
L54951,No Failure
H37186,No Failure
L54953,No Failure
L54954,No Failure
L54955,No Failure
M22636,No Failure
L54957,No Failure
L54958,No Failure
L54959,No Failure
L54960,No Failure
L54961,No Failure
M22642,No Failure
L54963,No Failure
L54964,No Failure
L54965,No Failure
L54966,No Failure
L54967,No Failure
M22648,No Failure
L54969,No Failure
L54970,No Failure
L54971,No Failure
H37206,No Failure
L54973,No Failure
M22654,No Failure
H37209,No Failure
L54976,No Failure
L54977,No Failure
L54978,No Failure
L54979,No Failure
M22660,No Failure
L54981,No Failure
L54982,No Failure
M22663,No Failure
M22664,No Failure
L54985,No Failure
L54986,No Failure
M22667,No Failure
L54988,No Failure
M22669,No Failure
L54990,No Failure
M22671,No Failure
L54992,No Failure
L54993,No Failure
L54994,No Failure
M22675,No Failure
L54996,No Failure
H37231,No Failure
L54998,No Failure
L54999,No Failure
M22680,No Failure
L55001,No Failure
H37236,No Failure
L55003,No Failure
L55004,No Failure
M22685,No Failure
L55006,No Failure
M22687,No Failure
M22688,No Failure
L55009,No Failure
H37244,No Failure
M22691,No Failure
L55012,No Failure
L55013,No Failure
L55014,No Failure
L55015,No Failure
L55016,No Failure
L55017,No Failure
L55018,No Failure
L55019,No Failure
L55020,No Failure
L55021,No Failure
L55022,No Failure
M22703,No Failure
L55024,No Failure
L55025,No Failure
M22706,No Failure
L55027,No Failure
H37262,No Failure
M22709,Tool Wear Failure
M22710,No Failure
L55031,No Failure
L55032,No Failure
L55033,No Failure
L55034,No Failure
M22715,No Failure
L55036,No Failure
L55037,No Failure
L55038,No Failure
M22719,No Failure
L55040,No Failure
L55041,No Failure
M22722,No Failure
M22723,No Failure
L55044,No Failure
L55045,No Failure
L55046,No Failure
L55047,No Failure
H37282,Random Failures
M22729,No Failure
M22730,No Failure
L55051,No Failure
L55052,No Failure
L55053,No Failure
L55054,No Failure
L55055,No Failure
H37290,No Failure
L55057,No Failure
L55058,No Failure
M22739,No Failure
H37294,No Failure
L55061,No Failure
H37296,No Failure
H37297,No Failure
L55064,Power Failure
L55065,No Failure
M22746,No Failure
L55067,No Failure
L55068,No Failure
M22749,No Failure
L55070,No Failure
L55071,No Failure
M22752,No Failure
L55073,No Failure
M22754,No Failure
L55075,No Failure
L55076,No Failure
L55077,No Failure
L55078,No Failure
L55079,No Failure
L55080,No Failure
L55081,No Failure
M22762,No Failure
L55083,No Failure
M22764,No Failure
M22765,No Failure
L55086,No Failure
L55087,No Failure
L55088,No Failure
L55089,No Failure
M22770,No Failure
L55091,No Failure
L55092,No Failure
L55093,No Failure
H37328,No Failure
H37329,No Failure
L55096,No Failure
L55097,No Failure
L55098,No Failure
L55099,No Failure
L55100,No Failure
L55101,No Failure
L55102,No Failure
M22783,No Failure
H37338,No Failure
M22785,No Failure
L55106,Overstrain Failure
L55107,No Failure
L55108,No Failure
M22789,No Failure
L55110,No Failure
L55111,No Failure
L55112,No Failure
L55113,No Failure
M22794,No Failure
M22795,No Failure
L55116,No Failure
L55117,No Failure
L55118,No Failure
L55119,No Failure
M22800,No Failure
M22801,No Failure
L55122,No Failure
L55123,No Failure
L55124,No Failure
L55125,No Failure
L55126,No Failure
L55127,No Failure
L55128,No Failure
M22809,No Failure
L55130,No Failure
M22811,No Failure
M22812,No Failure
L55133,No Failure
L55134,No Failure
M22815,No Failure
H37370,No Failure
H37371,No Failure
L55138,No Failure
L55139,No Failure
H37374,No Failure
L55141,No Failure
L55142,No Failure
L55143,No Failure
L55144,No Failure
L55145,No Failure
L55146,No Failure
M22827,No Failure
L55148,No Failure
L55149,No Failure
M22830,No Failure
L55151,No Failure
L55152,No Failure
L55153,No Failure
L55154,No Failure
M22835,No Failure
H37390,No Failure
L55157,No Failure
L55158,No Failure
M22839,No Failure
M22840,No Failure
L55161,No Failure
L55162,No Failure
L55163,No Failure
L55164,No Failure
L55165,No Failure
L55166,No Failure
H37401,No Failure
L55168,No Failure
L55169,No Failure
M22850,No Failure
L55171,No Failure
M22852,No Failure
L55173,No Failure
L55174,No Failure
L55175,No Failure
M22856,No Failure
M22857,Power Failure
L55178,No Failure
M22859,No Failure
M22860,No Failure
L55181,No Failure
M22862,No Failure
M22863,No Failure
L55184,No Failure
L55185,No Failure
L55186,No Failure
M22867,No Failure
L55188,No Failure
H37423,No Failure
L55190,No Failure
L55191,No Failure
M22872,No Failure
M22873,No Failure
L55194,No Failure
M22875,No Failure
M22876,No Failure
L55197,No Failure
L55198,No Failure
L55199,No Failure
H37434,No Failure
M22881,No Failure
L55202,No Failure
H37437,No Failure
L55204,No Failure
M22885,No Failure
L55206,Overstrain Failure
L55207,No Failure
L55208,No Failure
M22889,No Failure
L55210,No Failure
L55211,No Failure
L55212,No Failure
L55213,No Failure
L55214,No Failure
L55215,No Failure
L55216,No Failure
L55217,No Failure
L55218,No Failure
L55219,No Failure
L55220,No Failure
H37455,No Failure
L55222,No Failure
L55223,No Failure
L55224,No Failure
M22905,No Failure
L55226,No Failure
L55227,No Failure
L55228,No Failure
H37463,No Failure
L55230,No Failure
L55231,No Failure
L55232,No Failure
L55233,No Failure
L55234,No Failure
H37469,No Failure
L55236,No Failure
L55237,No Failure
L55238,No Failure
L55239,No Failure
H37474,No Failure
M22921,No Failure
M22922,No Failure
M22923,No Failure
L55244,No Failure
M22925,No Failure
L55246,No Failure
M22927,No Failure
M22928,No Failure
M22929,No Failure
M22930,No Failure
L55251,No Failure
H37486,No Failure
L55253,No Failure
L55254,No Failure
L55255,No Failure
L55256,No Failure
L55257,No Failure
L55258,No Failure
L55259,No Failure
H37494,No Failure
L55261,No Failure
H37496,No Failure
L55263,No Failure
L55264,No Failure
L55265,No Failure
L55266,No Failure
L55267,No Failure
L55268,No Failure
L55269,No Failure
L55270,No Failure
L55271,No Failure
M22952,No Failure
L55273,No Failure
H37508,No Failure
L55275,No Failure
M22956,No Failure
L55277,No Failure
L55278,No Failure
L55279,No Failure
L55280,No Failure
L55281,No Failure
L55282,No Failure
M22963,No Failure
L55284,No Failure
L55285,No Failure
M22966,No Failure
H37521,No Failure
M22968,No Failure
L55289,No Failure
H37524,No Failure
M22971,Tool Wear Failure
M22972,No Failure
L55293,No Failure
H37528,No Failure
L55295,No Failure
L55296,No Failure
L55297,No Failure
L55298,No Failure
L55299,No Failure
L55300,No Failure
L55301,No Failure
M22982,No Failure
H37537,No Failure
L55304,No Failure
L55305,No Failure
L55306,No Failure
M22987,No Failure
L55308,No Failure
L55309,No Failure
H37544,No Failure
H37545,No Failure
M22992,No Failure
L55313,No Failure
L55314,No Failure
L55315,No Failure
M22996,No Failure
H37551,No Failure
L55318,No Failure
L55319,No Failure
L55320,No Failure
L55321,No Failure
M23002,No Failure
L55323,No Failure
M23004,No Failure
M23005,No Failure
L55326,No Failure
L55327,No Failure
M23008,No Failure
M23009,No Failure
M23010,No Failure
L55331,No Failure
L55332,No Failure
L55333,No Failure
L55334,No Failure
L55335,No Failure
L55336,No Failure
L55337,No Failure
L55338,No Failure
H37573,No Failure
M23020,No Failure
H37575,No Failure
L55342,No Failure
L55343,No Failure
L55344,No Failure
L55345,No Failure
L55346,No Failure
H37581,No Failure
L55348,No Failure
M23029,No Failure
L55350,No Failure
H37585,No Failure
L55352,No Failure
H37587,No Failure
L55354,No Failure
M23035,No Failure
L55356,No Failure
L55357,No Failure
L55358,No Failure
L55359,No Failure
M23040,No Failure
L55361,No Failure
M23042,No Failure
L55363,No Failure
L55364,No Failure
L55365,No Failure
L55366,No Failure
L55367,No Failure
M23048,No Failure
L55369,No Failure
M23050,No Failure
M23051,No Failure
L55372,Overstrain Failure
L55373,No Failure
L55374,No Failure
L55375,Overstrain Failure
L55376,No Failure
M23057,No Failure
M23058,No Failure
L55379,Tool Wear Failure
L55380,No Failure
M23061,No Failure
L55382,No Failure
M23063,No Failure
L55384,No Failure
M23065,No Failure
L55386,No Failure
L55387,No Failure
L55388,No Failure
L55389,No Failure
H37624,No Failure
L55391,No Failure
H37626,No Failure
M23073,No Failure
L55394,No Failure
L55395,No Failure
L55396,No Failure
L55397,No Failure
L55398,No Failure
L55399,No Failure
M23080,No Failure
M23081,No Failure
L55402,No Failure
L55403,No Failure
L55404,No Failure
L55405,No Failure
L55406,No Failure
M23087,No Failure
M23088,No Failure
L55409,No Failure
L55410,No Failure
L55411,No Failure
L55412,No Failure
M23093,No Failure
L55414,No Failure
M23095,No Failure
L55416,No Failure
L55417,No Failure
L55418,No Failure
L55419,No Failure
L55420,No Failure
M23101,No Failure
M23102,No Failure
H37657,No Failure
L55424,No Failure
M23105,Power Failure
L55426,No Failure
L55427,No Failure
L55428,No Failure
L55429,No Failure
M23110,No Failure
L55431,No Failure
L55432,No Failure
L55433,No Failure
M23114,No Failure
L55435,No Failure
H37670,No Failure
M23117,No Failure
L55438,No Failure
L55439,No Failure
H37674,No Failure
H37675,No Failure
L55442,No Failure
H37677,No Failure
M23124,No Failure
H37679,No Failure
L55446,No Failure
L55447,No Failure
M23128,No Failure
H37683,No Failure
M23130,No Failure
L55451,No Failure
L55452,No Failure
M23133,No Failure
L55454,No Failure
M23135,No Failure
L55456,No Failure
H37691,No Failure
L55458,No Failure
L55459,No Failure
L55460,No Failure
H37695,No Failure
M23142,No Failure
H37697,No Failure
L55464,No Failure
L55465,No Failure
M23146,No Failure
L55467,No Failure
M23148,No Failure
L55469,No Failure
M23150,No Failure
L55471,No Failure
H37706,No Failure
M23153,No Failure
M23154,No Failure
L55475,No Failure
L55476,No Failure
M23157,No Failure
H37712,No Failure
L55479,No Failure
L55480,No Failure
M23161,No Failure
L55482,No Failure
L55483,No Failure
M23164,No Failure
H37719,No Failure
M23166,No Failure
M23167,Power Failure
L55488,No Failure
M23169,No Failure
L55490,No Failure
M23171,No Failure
M23172,No Failure
M23173,No Failure
L55494,No Failure
H37729,No Failure
L55496,No Failure
L55497,No Failure
H37732,No Failure
L55499,No Failure
M23180,No Failure
L55501,No Failure
L55502,No Failure
H37737,No Failure
M23184,No Failure
M23185,No Failure
H37740,No Failure
M23187,No Failure
L55508,No Failure
L55509,No Failure
L55510,No Failure
M23191,No Failure
L55512,No Failure
M23193,No Failure
M23194,No Failure
M23195,No Failure
L55516,No Failure
M23197,No Failure
L55518,No Failure
M23199,No Failure
M23200,No Failure
L55521,No Failure
L55522,No Failure
H37757,No Failure
L55524,No Failure
H37759,No Failure
L55526,No Failure
L55527,No Failure
M23208,No Failure
M23209,No Failure
M23210,No Failure
M23211,No Failure
L55532,No Failure
L55533,No Failure
L55534,No Failure
L55535,No Failure
M23216,No Failure
L55537,Tool Wear Failure
L55538,No Failure
M23219,No Failure
L55540,No Failure
L55541,No Failure
L55542,No Failure
L55543,No Failure
L55544,No Failure
M23225,No Failure
M23226,No Failure
L55547,No Failure
L55548,No Failure
L55549,No Failure
L55550,No Failure
L55551,No Failure
M23232,No Failure
M23233,No Failure
L55554,No Failure
M23235,No Failure
L55556,No Failure
L55557,No Failure
M23238,No Failure
L55559,No Failure
L55560,No Failure
H37795,No Failure
L55562,No Failure
M23243,No Failure
L55564,No Failure
H37799,No Failure
M23246,No Failure
L55567,No Failure
L55568,No Failure
L55569,No Failure
M23250,No Failure
L55571,No Failure
M23252,No Failure
L55573,No Failure
M23254,No Failure
M23255,No Failure
H37810,No Failure
L55577,No Failure
L55578,Power Failure
L55579,No Failure
L55580,No Failure
H37815,No Failure
L55582,No Failure
L55583,No Failure
L55584,No Failure
M23265,No Failure
M23266,No Failure
L55587,No Failure
M23268,No Failure
L55589,No Failure
L55590,No Failure
L55591,No Failure
M23272,No Failure
M23273,No Failure
L55594,No Failure
M23275,No Failure
M23276,No Failure
H37831,No Failure
L55598,No Failure
L55599,No Failure
L55600,No Failure
L55601,No Failure
H37836,No Failure
L55603,No Failure
L55604,No Failure
L55605,No Failure
L55606,No Failure
L55607,No Failure
M23288,No Failure
L55609,No Failure
L55610,No Failure
H37845,No Failure
L55612,No Failure
M23293,No Failure
M23294,No Failure
M23295,No Failure
L55616,No Failure
L55617,Overstrain Failure
L55618,No Failure
L55619,No Failure
L55620,No Failure
L55621,No Failure
L55622,No Failure
M23303,No Failure
M23304,No Failure
M23305,No Failure
L55626,No Failure
L55627,No Failure
L55628,No Failure
L55629,No Failure
L55630,No Failure
L55631,No Failure
M23312,No Failure
L55633,No Failure
L55634,No Failure
L55635,No Failure
L55636,No Failure
L55637,No Failure
L55638,No Failure
L55639,No Failure
L55640,No Failure
L55641,No Failure
M23322,No Failure
M23323,No Failure
H37878,No Failure
M23325,No Failure
L55646,No Failure
L55647,No Failure
H37882,No Failure
M23329,No Failure
L55650,No Failure
L55651,No Failure
L55652,No Failure
M23333,No Failure
M23334,No Failure
M23335,No Failure
L55656,No Failure
H37891,No Failure
M23338,No Failure
L55659,No Failure
L55660,No Failure
M23341,No Failure
L55662,No Failure
L55663,No Failure
L55664,No Failure
L55665,No Failure
M23346,No Failure
L55667,No Failure
L55668,No Failure
L55669,No Failure
M23350,No Failure
L55671,No Failure
M23352,No Failure
M23353,No Failure
L55674,No Failure
L55675,No Failure
M23356,No Failure
M23357,No Failure
L55678,No Failure
L55679,No Failure
L55680,No Failure
L55681,No Failure
H37916,No Failure
L55683,No Failure
L55684,No Failure
L55685,No Failure
L55686,No Failure
L55687,No Failure
M23368,No Failure
M23369,No Failure
L55690,No Failure
L55691,No Failure
H37926,No Failure
M23373,No Failure
L55694,No Failure
L55695,No Failure
L55696,No Failure
M23377,No Failure
M23378,No Failure
L55699,No Failure
M23380,No Failure
L55701,No Failure
H37936,No Failure
H37937,No Failure
L55704,No Failure
L55705,No Failure
L55706,No Failure
L55707,No Failure
L55708,No Failure
M23389,No Failure
M23390,No Failure
L55711,No Failure
L55712,No Failure
M23393,No Failure
M23394,No Failure
L55715,No Failure
M23396,No Failure
L55717,No Failure
L55718,No Failure
L55719,No Failure
L55720,No Failure
L55721,No Failure
H37956,No Failure
M23403,No Failure
H37958,No Failure
L55725,No Failure
L55726,No Failure
M23407,No Failure
L55728,No Failure
L55729,No Failure
L55730,No Failure
M23411,No Failure
L55732,No Failure
M23413,No Failure
L55734,No Failure
L55735,No Failure
L55736,No Failure
L55737,No Failure
M23418,No Failure
L55739,No Failure
L55740,No Failure
L55741,No Failure
L55742,No Failure
L55743,No Failure
M23424,No Failure
L55745,No Failure
M23426,No Failure
L55747,No Failure
L55748,No Failure
L55749,No Failure
H37984,No Failure
L55751,No Failure
M23432,No Failure
L55753,No Failure
L55754,No Failure
M23435,No Failure
L55756,No Failure
L55757,No Failure
L55758,No Failure
M23439,No Failure
L55760,No Failure
M23441,No Failure
M23442,Power Failure
L55763,No Failure
L55764,No Failure
M23445,No Failure
H38000,No Failure
M23447,No Failure
L55768,No Failure
M23449,No Failure
L55770,No Failure
L55771,No Failure
M23452,No Failure
M23453,No Failure
L55774,No Failure
M23455,No Failure
L55776,No Failure
L55777,No Failure
L55778,No Failure
L55779,No Failure
L55780,No Failure
H38015,No Failure
L55782,No Failure
H38017,No Failure
L55784,No Failure
L55785,No Failure
M23466,No Failure
L55787,No Failure
L55788,Overstrain Failure
L55789,Tool Wear Failure
L55790,No Failure
L55791,No Failure
L55792,No Failure
M23473,No Failure
L55794,No Failure
L55795,No Failure
L55796,No Failure
L55797,No Failure
L55798,No Failure
H38033,No Failure
L55800,No Failure
M23481,No Failure
L55802,No Failure
M23483,No Failure
H38038,No Failure
L55805,No Failure
L55806,No Failure
L55807,No Failure
L55808,No Failure
H38043,No Failure
L55810,No Failure
H38045,No Failure
L55812,No Failure
L55813,No Failure
L55814,No Failure
L55815,No Failure
L55816,No Failure
L55817,No Failure
L55818,No Failure
L55819,No Failure
L55820,No Failure
M23501,No Failure
M23502,No Failure
L55823,No Failure
M23504,No Failure
M23505,No Failure
L55826,No Failure
L55827,No Failure
M23508,No Failure
L55829,No Failure
H38064,No Failure
M23511,No Failure
H38066,No Failure
M23513,No Failure
M23514,No Failure
L55835,No Failure
M23516,No Failure
L55837,No Failure
L55838,No Failure
L55839,No Failure
L55840,No Failure
L55841,No Failure
L55842,No Failure
L55843,No Failure
H38078,No Failure
L55845,No Failure
L55846,No Failure
M23527,No Failure
L55848,No Failure
M23529,No Failure
L55850,No Failure
L55851,No Failure
L55852,No Failure
L55853,No Failure
M23534,No Failure
H38089,No Failure
M23536,No Failure
M23537,No Failure
L55858,No Failure
L55859,No Failure
L55860,No Failure
L55861,No Failure
M23542,No Failure
L55863,No Failure
L55864,No Failure
H38099,No Failure
M23546,No Failure
M23547,No Failure
L55868,No Failure
L55869,No Failure
L55870,Tool Wear Failure
L55871,No Failure
L55872,No Failure
M23553,No Failure
L55874,No Failure
M23555,No Failure
L55876,No Failure
L55877,No Failure
H38112,No Failure
M23559,No Failure
M23560,No Failure
M23561,No Failure
L55882,No Failure
M23563,No Failure
L55884,No Failure
L55885,No Failure
L55886,No Failure
L55887,No Failure
M23568,No Failure
L55889,No Failure
L55890,No Failure
L55891,No Failure
L55892,No Failure
L55893,No Failure
M23574,No Failure
L55895,No Failure
M23576,No Failure
L55897,No Failure
L55898,No Failure
L55899,No Failure
L55900,No Failure
L55901,No Failure
L55902,No Failure
L55903,No Failure
M23584,No Failure
M23585,No Failure
L55906,No Failure
L55907,No Failure
M23588,No Failure
L55909,No Failure
H38144,No Failure
H38145,No Failure
L55912,No Failure
M23593,No Failure
L55914,No Failure
L55915,No Failure
L55916,No Failure
L55917,No Failure
L55918,No Failure
H38153,No Failure
M23600,No Failure
L55921,No Failure
L55922,No Failure
H38157,No Failure
M23604,No Failure
L55925,No Failure
L55926,No Failure
L55927,No Failure
L55928,No Failure
L55929,No Failure
L55930,No Failure
M23611,No Failure
M23612,No Failure
M23613,No Failure
L55934,No Failure
M23615,No Failure
L55936,No Failure
L55937,No Failure
M23618,No Failure
M23619,No Failure
M23620,No Failure
L55941,No Failure
H38176,No Failure
L55943,No Failure
L55944,No Failure
L55945,No Failure
L55946,No Failure
L55947,No Failure
M23628,No Failure
M23629,No Failure
L55950,No Failure
L55951,No Failure
L55952,No Failure
L55953,No Failure
M23634,No Failure
H38189,No Failure
L55956,No Failure
H38191,No Failure
L55958,No Failure
M23639,No Failure
M23640,No Failure
L55961,No Failure
L55962,No Failure
M23643,No Failure
L55964,No Failure
L55965,No Failure
L55966,No Failure
M23647,No Failure
L55968,No Failure
L55969,No Failure
L55970,No Failure
M23651,No Failure
L55972,No Failure
L55973,No Failure
M23654,No Failure
L55975,No Failure
L55976,No Failure
L55977,No Failure
L55978,No Failure
L55979,No Failure
L55980,No Failure
L55981,No Failure
L55982,No Failure
L55983,No Failure
M23664,No Failure
M23665,No Failure
L55986,No Failure
M23667,No Failure
L55988,No Failure
L55989,No Failure
M23670,No Failure
L55991,No Failure
M23672,No Failure
L55993,No Failure
L55994,No Failure
H38229,No Failure
M23676,No Failure
H38231,No Failure
M23678,No Failure
H38233,No Failure
L56000,No Failure
H38235,No Failure
L56002,No Failure
M23683,No Failure
M23684,No Failure
M23685,No Failure
M23686,No Failure
L56007,No Failure
L56008,No Failure
M23689,No Failure
H38244,No Failure
H38245,No Failure
L56012,No Failure
L56013,No Failure
L56014,No Failure
H38249,No Failure
L56016,No Failure
M23697,No Failure
L56018,No Failure
M23699,No Failure
M23700,No Failure
L56021,No Failure
L56022,No Failure
H38257,No Failure
H38258,No Failure
M23705,No Failure
M23706,Tool Wear Failure
L56027,No Failure
M23708,No Failure
L56029,No Failure
L56030,No Failure
M23711,No Failure
L56032,No Failure
L56033,No Failure
M23714,No Failure
L56035,No Failure
M23716,No Failure
L56037,No Failure
L56038,No Failure
L56039,No Failure
M23720,No Failure
L56041,No Failure
M23722,No Failure
L56043,No Failure
M23724,No Failure
L56045,No Failure
H38280,No Failure
L56047,No Failure
L56048,No Failure
L56049,No Failure
M23730,No Failure
M23731,No Failure
M23732,No Failure
H38287,No Failure
L56054,No Failure
H38289,No Failure
M23736,No Failure
M23737,No Failure
L56058,No Failure
L56059,No Failure
L56060,No Failure
H38295,No Failure
L56062,No Failure
M23743,No Failure
L56064,No Failure
M23745,No Failure
L56066,No Failure
L56067,No Failure
M23748,No Failure
M23749,No Failure
L56070,No Failure
M23751,No Failure
L56072,No Failure
L56073,No Failure
M23754,No Failure
H38309,No Failure
L56076,No Failure
M23757,No Failure
L56078,No Failure
M23759,No Failure
M23760,No Failure
L56081,No Failure
H38316,No Failure
M23763,No Failure
L56084,No Failure
L56085,No Failure
L56086,No Failure
M23767,No Failure
L56088,No Failure
L56089,No Failure
L56090,No Failure
L56091,No Failure
L56092,No Failure
M23773,No Failure
M23774,No Failure
L56095,No Failure
L56096,No Failure
M23777,No Failure
L56098,No Failure
L56099,No Failure
L56100,No Failure
L56101,No Failure
L56102,No Failure
M23783,No Failure
H38338,No Failure
M23785,No Failure
M23786,Power Failure
M23787,No Failure
L56108,No Failure
M23789,No Failure
L56110,No Failure
L56111,No Failure
L56112,No Failure
M23793,No Failure
L56114,No Failure
L56115,No Failure
L56116,No Failure
M23797,No Failure
M23798,No Failure
M23799,No Failure
H38354,No Failure
M23801,No Failure
L56122,No Failure
M23803,No Failure
L56124,No Failure
L56125,No Failure
M23806,No Failure
M23807,No Failure
M23808,No Failure
L56129,No Failure
L56130,No Failure
L56131,No Failure
M23812,No Failure
L56133,No Failure
L56134,No Failure
M23815,No Failure
L56136,No Failure
L56137,No Failure
M23818,No Failure
L56139,No Failure
L56140,No Failure
M23821,No Failure
L56142,No Failure
M23823,No Failure
M23824,No Failure
L56145,No Failure
L56146,No Failure
L56147,No Failure
L56148,No Failure
L56149,No Failure
L56150,No Failure
L56151,No Failure
